folder,filename,description,source,source_url,published,lines_last_redrawn,features,missing_on_disk
states/nj/school_districts,elementary_school_districts_2025.geojson,New Jersey: elementary school district boundaries (TIGER ELSD). 169 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_34_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),169,
states/nj/school_districts,unified_school_districts_2025.geojson,New Jersey: unified (K-12) school district boundaries (TIGER UNSD). 342 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_34_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),342,
states/nj/state_house_districts,state_house_districts_2025.geojson,"New Jersey: State house of representatives districts, TIGER SLDL (lower chamber). 40 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_34_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,40,
states/nj/state_senate_districts,state_senate_districts_2025.geojson,"New Jersey: State senate districts, TIGER SLDU (upper chamber). 40 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_34_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,40,
states/nm/county_subdivisions,county_subdivisions_2025.geojson,"New Mexico: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 130 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_35_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),130,
states/nm/municipalities,municipal_boundaries_2025.geojson,New Mexico: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 528 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_35_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),528,
states/nm/school_districts,unified_school_districts_2025.geojson,New Mexico: unified (K-12) school district boundaries (TIGER UNSD). 89 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_35_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),89,
states/nm/state_house_districts,state_house_districts_2025.geojson,"New Mexico: State house of representatives districts, TIGER SLDL (lower chamber). 70 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_35_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,70,
states/nm/state_senate_districts,state_senate_districts_2025.geojson,"New Mexico: State senate districts, TIGER SLDU (upper chamber). 42 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_35_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,42,
states/nv/county_subdivisions,county_subdivisions_2025.geojson,"Nevada: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 71 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_32_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),71,
states/nv/municipalities,municipal_boundaries_2025.geojson,Nevada: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 138 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_32_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),138,
states/nv/school_districts,unified_school_districts_2025.geojson,Nevada: unified (K-12) school district boundaries (TIGER UNSD). 17 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_32_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),17,
states/nv/state_house_districts,state_house_districts_2025.geojson,"Nevada: State house of representatives districts, TIGER SLDL (lower chamber). 42 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_32_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,42,
states/nv/state_senate_districts,state_senate_districts_2025.geojson,"Nevada: State senate districts, TIGER SLDU (upper chamber). 21 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_32_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,21,
states/ny/county_subdivisions,county_subdivisions_2025.geojson,"New York: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 1023 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_36_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),1023,
states/ny/municipalities,municipal_boundaries_2025.geojson,New York: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 1293 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_36_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),1293,
states/ny/school_districts,community_school_districts_2025.geojson,New York: community school district boundaries (TIGER SCSD). 3 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SCSD/tl_2025_36_scsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),3,
states/ny/school_districts,elementary_school_districts_2025.geojson,New York: elementary school district boundaries (TIGER ELSD). 13 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_36_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),13,
states/ny/school_districts,unified_school_districts_2025.geojson,New York: unified (K-12) school district boundaries (TIGER UNSD). 665 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_36_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),665,
states/ny/state_house_districts,state_house_districts_2025.geojson,"New York: State house of representatives districts, TIGER SLDL (lower chamber). 150 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_36_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,150,
states/ny/state_senate_districts,state_senate_districts_2025.geojson,"New York: State senate districts, TIGER SLDU (upper chamber). 63 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_36_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,63,
states/oh/county_subdivisions,county_subdivisions_2025.geojson,"Ohio: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 1607 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_39_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),1607,
states/oh/municipalities,municipal_boundaries_2025.geojson,Ohio: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 1265 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_39_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),1265,
states/oh/school_districts,unified_school_districts_2025.geojson,Ohio: unified (K-12) school district boundaries (TIGER UNSD). 612 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_39_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),612,
states/oh/state_house_districts,state_house_districts_2025.geojson,"Ohio: State house of representatives districts, TIGER SLDL (lower chamber). 99 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_39_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,99,
states/oh/state_senate_districts,state_senate_districts_2025.geojson,"Ohio: State senate districts, TIGER SLDU (upper chamber). 33 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_39_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,33,
states/ok/county_subdivisions,county_subdivisions_2025.geojson,"Oklahoma: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 305 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_40_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),305,
states/ok/municipalities,municipal_boundaries_2025.geojson,Oklahoma: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 846 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_40_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),846,
states/ok/school_districts,elementary_school_districts_2025.geojson,Oklahoma: elementary school district boundaries (TIGER ELSD). 92 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_40_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),92,
states/ok/school_districts,unified_school_districts_2025.geojson,Oklahoma: unified (K-12) school district boundaries (TIGER UNSD). 415 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_40_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),415,
states/ok/state_house_districts,state_house_districts_2025.geojson,"Oklahoma: State house of representatives districts, TIGER SLDL (lower chamber). 101 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_40_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,101,
states/ok/state_senate_districts,state_senate_districts_2025.geojson,"Oklahoma: State senate districts, TIGER SLDU (upper chamber). 48 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_40_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,48,
states/or/county_subdivisions,county_subdivisions_2025.geojson,"Oregon: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 212 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_41_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),212,
states/or/municipalities,municipal_boundaries_2025.geojson,Oregon: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 426 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_41_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),426,
states/or/school_districts,community_school_districts_2025.geojson,Oregon: community school district boundaries (TIGER SCSD). 1 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SCSD/tl_2025_41_scsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1,
states/or/school_districts,elementary_school_districts_2025.geojson,Oregon: elementary school district boundaries (TIGER ELSD). 9 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_41_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),9,
states/or/school_districts,unified_school_districts_2025.geojson,Oregon: unified (K-12) school district boundaries (TIGER UNSD). 188 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_41_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),188,
states/or/state_house_districts,state_house_districts_2025.geojson,"Oregon: State house of representatives districts, TIGER SLDL (lower chamber). 60 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_41_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,60,
states/or/state_senate_districts,state_senate_districts_2025.geojson,"Oregon: State senate districts, TIGER SLDU (upper chamber). 30 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_41_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,30,
states/pa/county_subdivisions,county_subdivisions_2025.geojson,"Pennsylvania: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 2572 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_42_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),2572,
states/pa/municipalities,municipal_boundaries_2025.geojson,Pennsylvania: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 2003 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_42_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),2003,
states/pa/school_districts,unified_school_districts_2025.geojson,Pennsylvania: unified (K-12) school district boundaries (TIGER UNSD). 501 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_42_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),501,
states/pa/state_house_districts,state_house_districts_2025.geojson,"Pennsylvania: State house of representatives districts, TIGER SLDL (lower chamber). 203 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_42_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,203,
states/pa/state_senate_districts,state_senate_districts_2025.geojson,"Pennsylvania: State senate districts, TIGER SLDU (upper chamber). 50 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_42_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,50,
states/pr/county_subdivisions,county_subdivisions_2025.geojson,"Puerto Rico: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 939 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_72_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),939,
states/pr/municipalities,municipal_boundaries_2025.geojson,Puerto Rico: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 292 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_72_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),292,
states/pr/school_districts,unified_school_districts_2025.geojson,Puerto Rico: unified (K-12) school district boundaries (TIGER UNSD). 1 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_72_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1,
states/pr/state_house_districts,state_house_districts_2025.geojson,"Puerto Rico: State house of representatives districts, TIGER SLDL (lower chamber). 41 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_72_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,41,
states/pr/state_senate_districts,state_senate_districts_2025.geojson,"Puerto Rico: State senate districts, TIGER SLDU (upper chamber). 9 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_72_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,9,
states/ri/county_subdivisions,county_subdivisions_2025.geojson,"Rhode Island: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 40 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_44_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),40,
states/ri/municipalities,municipal_boundaries_2025.geojson,Rhode Island: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 36 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_44_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),36,
states/ri/school_districts,community_school_districts_2025.geojson,Rhode Island: community school district boundaries (TIGER SCSD). 1 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SCSD/tl_2025_44_scsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1,
states/ri/school_districts,elementary_school_districts_2025.geojson,Rhode Island: elementary school district boundaries (TIGER ELSD). 5 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_44_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),5,
states/ri/school_districts,unified_school_districts_2025.geojson,Rhode Island: unified (K-12) school district boundaries (TIGER UNSD). 31 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_44_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),31,
states/ri/state_house_districts,state_house_districts_2025.geojson,"Rhode Island: State house of representatives districts, TIGER SLDL (lower chamber). 75 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_44_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,75,
states/ri/state_senate_districts,state_senate_districts_2025.geojson,"Rhode Island: State senate districts, TIGER SLDU (upper chamber). 38 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_44_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,38,
states/sc/county_subdivisions,county_subdivisions_2025.geojson,"South Carolina: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 299 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_45_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),299,
states/sc/municipalities,municipal_boundaries_2025.geojson,South Carolina: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 475 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_45_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),475,
states/sc/school_districts,unified_school_districts_2025.geojson,South Carolina: unified (K-12) school district boundaries (TIGER UNSD). 72 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_45_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),72,
states/sc/state_house_districts,state_house_districts_2025.geojson,"South Carolina: State house of representatives districts, TIGER SLDL (lower chamber). 124 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_45_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,124,
states/sc/state_senate_districts,state_senate_districts_2025.geojson,"South Carolina: State senate districts, TIGER SLDU (upper chamber). 46 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_45_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,46,
states/sd/county_subdivisions,county_subdivisions_2025.geojson,"South Dakota: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 1328 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_46_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),1328,
states/sd/municipalities,municipal_boundaries_2025.geojson,South Dakota: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 485 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_46_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),485,
states/sd/school_districts,unified_school_districts_2025.geojson,South Dakota: unified (K-12) school district boundaries (TIGER UNSD). 148 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_46_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),148,
states/sd/state_house_districts,state_house_districts_2025.geojson,"South Dakota: State house of representatives districts, TIGER SLDL (lower chamber). 37 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_46_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,37,
states/sd/state_senate_districts,state_senate_districts_2025.geojson,"South Dakota: State senate districts, TIGER SLDU (upper chamber). 35 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_46_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,35,
states/tn/county_subdivisions,county_subdivisions_2025.geojson,"Tennessee: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 855 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_47_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),855,
states/tn/municipalities,municipal_boundaries_2025.geojson,Tennessee: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 504 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_47_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),504,
states/tn/school_districts,community_school_districts_2025.geojson,Tennessee: community school district boundaries (TIGER SCSD). 16 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SCSD/tl_2025_47_scsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),16,
states/tn/school_districts,elementary_school_districts_2025.geojson,Tennessee: elementary school district boundaries (TIGER ELSD). 16 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_47_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),16,
states/tn/school_districts,unified_school_districts_2025.geojson,Tennessee: unified (K-12) school district boundaries (TIGER UNSD). 126 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_47_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),126,
states/tn/state_house_districts,state_house_districts_2025.geojson,"Tennessee: State house of representatives districts, TIGER SLDL (lower chamber). 99 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_47_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,99,
states/tn/state_senate_districts,state_senate_districts_2025.geojson,"Tennessee: State senate districts, TIGER SLDU (upper chamber). 33 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_47_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,33,
states/tx/county_subdivisions,county_subdivisions_2025.geojson,"Texas: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 862 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_48_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),862,
states/tx/municipalities,municipal_boundaries_2025.geojson,Texas: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 1863 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_48_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),1863,
states/tx/school_districts,community_school_districts_2025.geojson,Texas: community school district boundaries (TIGER SCSD). 1 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SCSD/tl_2025_48_scsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1,
states/tx/school_districts,elementary_school_districts_2025.geojson,Texas: elementary school district boundaries (TIGER ELSD). 1 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/ELSD/tl_2025_48_elsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1,
states/tx/school_districts,unified_school_districts_2025.geojson,Texas: unified (K-12) school district boundaries (TIGER UNSD). 1016 districts.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/UNSD/tl_2025_48_unsd.zip,2025 (TIGER 2025 release),unknown (school district boundaries; Census vintage 2025),1016,
states/tx/state_board_of_education_districts,state_board_of_education_districts_2021.geojson,"Texas State Board of Education (SBOE) electoral districts (15, single-member); 2021 redistricting, per layer metadata (capitol.texas.gov redistricting report). Unlabeled polygons.","Texas Capitol Data Portal (Legislative Council), published by Bexar County GIS (official)",https://services1.arcgis.com/8onVmslF2KXErTHT/arcgis/rest/services/State_Board_of_Education_Redistricted/FeatureServer,2021,2021 (post-redistricting per layer metadata),15,
states/tx/state_house_districts,state_house_districts_2025.geojson,"Texas: State house of representatives districts, TIGER SLDL (lower chamber). 150 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDL/tl_2025_48_sldl.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,150,
states/tx/state_senate_districts,state_senate_districts_2025.geojson,"Texas: State senate districts, TIGER SLDU (upper chamber). 31 districts.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/SLDU/tl_2025_48_sldu.zip,2025 (TIGER 2025 release),2022 cycle (effective 2024); verify per-state vintage,31,
states/ut/county_subdivisions,county_subdivisions_2025.geojson,"Utah: county subdivisions (civil townships, towns, municipalities) boundaries (TIGER COUSUB). Context layer — does NOT include council or commission district lines. 93 features.",U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/COUSUB/tl_2025_49_cousub.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),93,
states/ut/municipalities,municipal_boundaries_2025.geojson,Utah: incorporated places (cities/towns) boundaries (TIGER PLACE). Context layer — does NOT include council or commission district lines. 334 features.,U.S. Census Bureau TIGER/Line,https://www2.census.gov/geo/tiger/TIGER2025/PLACE/tl_2025_49_place.zip,2025 (TIGER 2025 release),n/a (administrative boundaries),334,
